Date,BAC,BNP.PA,C,DBK.DE,JPM
2022-01-04,0.03844598752505563,0.03294796114922514,0.007735435270312744,0.029863399342296707,0.03720891595522088
2022-01-05,-0.017022599503682578,0.0012640621463572697,-0.011705244705758667,0.013422861904006718,-0.018451345292188434
2022-01-06,0.01993546979471737,0.013488328919773883,0.03225060046249978,0.02500139295310521,0.01056817386987935
2022-01-07,0.021581455491862616,0.004817752523957719,0.01331421359808776,0.017621656828751327,0.009859301549794343
2022-01-10,-0.005096272716655075,-0.007782258505961833,0.0037935228941506824,0.0006466652865336388,0.000956664380006014
2022-01-11,0.005706101054724393,0.0056092482301692195,0.01622376337795522,-0.004860706018618132,0.0010156699137393078
2022-01-12,-0.007137706578502475,0.01495918460808293,0.002529882430955237,-0.007335557616348821,0.0056557798291380565
2022-01-13,-0.0020489116346651824,0.024643940837773017,0.007404104547974212,-0.001965276899581345,-0.0012475175809088085
2022-01-14,-0.01758602795732771,-0.00990547894350743,-0.012619924070944196,-0.020369984719620027,-0.06343360213524052
2022-01-19,0.0038835655006239605,-0.009283972978573167,-0.01636618278200735,-0.011978180440761429,-0.01559013017909533
2022-01-20,-0.014969340401557958,-0.01992196694786246,0.003418869199341383,-0.009207255209569073,-0.00856387883792787
2022-01-21,-0.018308846250027506,-0.026394309093263645,-0.018633505941145857,-0.01710328392670117,-0.0176269207912226
2022-01-24,-0.008271053478138364,-0.038196276466844745,-0.009049721852398534,-0.06459646661089706,-0.0008964903819522006
2022-01-25,0.01956079407148382,0.03209186258808197,0.022238812658856365,0.02876441288522099,0.010841260880808765
2022-01-26,0.010292485910697374,0.029999898049899658,0.00993337747579663,0.030766067918254245,0.009441120348556905
2022-01-27,-0.009412445337275857,0.008563776046042334,-0.00930941142417101,0.04285154666814058,-0.01780190269890892
2022-01-28,0.008758440753148414,-0.027028846776541788,0.008382374362484717,-0.0006714883239436286,0.008906339108254568
2022-01-31,0.005868767149996576,0.003498241813306835,0.00662517348142035,0.028306178866474553,0.013482411303502567
2022-02-01,0.01719028977793392,0.01917993464239521,0.02187182899019292,0.030697489913107577,0.017014573757950725
2022-02-02,-0.001065745010896359,-0.0117472651222822,-0.004969949937040256,0.0003164324660984448,-0.008037597882334263
2022-02-03,-0.009858736097399304,0.002674870715624203,-0.014754501370405135,0.04788566011276181,-0.008304371930207721
2022-02-04,0.03907159520162546,0.010317540505739731,0.020332637430603286,0.023698744454563048,0.02562718202586086
2022-02-07,0.004752441687031858,0.02138698431911602,0.0042282664528001945,0.008799145697143466,0.0033371467097905168
2022-02-08,0.01777582089773896,0.00470800026202842,0.01138754283497594,0.04817102465692807,0.018640233015835974
2022-02-09,-0.002027485816621964,0.010700117800721023,0.01066982079472813,0.002501424639545823,0.004159486453280667
2022-02-10,-0.004678010927691617,-0.00225112032920838,-0.005024443013159368,0.003602191970593189,-0.004159486453280591
2022-02-11,-0.023307334923600116,-0.025256030081426503,-0.0051984582524725355,-0.004435254088325517,-0.013102545854989033
2022-02-14,-0.010488932864460393,-0.0497537485315651,-0.01032888966885132,-0.03548820356535729,-0.009333962739401428
2022-02-15,0.007772671285587415,0.028418254949529684,0.008092490531190055,0.00874109977523065,0.014518096780290472
2022-02-16,-0.0023044877582097142,-0.012353663724766668,-0.0007465350445643748,-0.009605068707041748,0.001808165618035275
2022-02-17,-0.034350139435609175,-0.011701709953570465,-0.03403044202918704,-0.014071518378621714,-0.023301625268154845
2022-02-18,-0.0023903508039806623,-0.0016136918950456353,-0.008847548746168221,-0.00924633655202242,0.004677669228143367
2022-02-23,-0.017268628910171346,-0.01863318475918105,-0.010542395093671102,-0.02531005500644538,-0.02116129124578432
2022-02-24,-0.026704558831963893,-0.07784796238433002,-0.04117097911522185,-0.1339530960487407,-0.028238059417276994
2022-02-25,0.03204958979341063,0.029687465905088854,0.021362419002421754,0.05343129375833329,0.023383890818642363
2022-02-28,-0.018381817515406452,-0.07765201091685936,-0.04538378801604819,-0.05343129375833323,-0.04259196177421752
2022-03-01,-0.03992689507470526,-0.07051077252084244,-0.010864034133308201,-0.07868187875414831,-0.03845939402037882
2022-03-02,0.016116268376347456,0.02082985042642461,0.01642005568323294,-0.0019235320526328444,0.020528063686495523
2022-03-03,-0.010767850858274202,0.015785834000881363,-0.033114467899625015,-0.027917807070775305,-0.0071332015702106595
2022-03-04,-0.036917298333238244,-0.07282080640802964,-0.01803737662273383,-0.09919809461323471,-0.028532556105896695
2022-03-07,-0.06585803634136801,-0.04098075183668183,-0.01854894742333911,-0.02804596504942022,-0.03938139107685622
2022-03-08,0.006499494661931856,0.031827938049924225,-0.01231664500165062,0.02487075858366111,-0.0070677656865328654
2022-03-09,0.06155400919486319,0.09489211476611259,0.019491606335182564,0.07263434181071748,0.039280684584304636
2022-03-10,-0.009056568553499948,-0.04119065966849765,-0.01930937696317442,-0.006753397078900613,-0.01191130237072626
2022-03-11,-0.00839482476683609,-0.006404165998028608,-0.013206383459006998,-0.015415953255037203,-0.02278122676204109
2022-03-14,0.02134252779785744,0.03958945471730266,0.0012916929894180983,0.07674085512123564,0.009881696873110557
2022-03-15,0.007255355525040906,0.0054741755556352726,0.01609690729275252,-0.002900989935603282,0.017590666033363282
